Conventions, G, BADC-CSV,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1988 12:00,198801011200,50.00,001,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,203.00,004,5.10,001,,,,,,,,,,,,,,,,,,
1/1/1988 13:00,198801011300,41.00,001,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,201.00,004,4.20,001,,,,,,,,,,,,,,,,,,
1/1/1988 14:00,198801011400,34.00,001,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,199.00,004,4.20,001,,,,,,,,,,,,,,,,,,
1/1/1988 15:00,198801011500,35.00,001,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,193.00,004,5.30,001,,,,,,,,,,,,,,,,,,
1/1/1988 16:00,198801011600,6.00,001,,010,,010,,010,,010,,010,0.24,001,,010,,010,,010,195.00,004,4.50,001,,,,,,,,,,,,,,,,,,
1/1/1988 17:00,198801011700,0.02,003,,010,,010,,010,,010,,010,2.76,001,,010,,010,,010,194.00,004,5.50,001,,,,,,,,,,,,,,,,,,
1/1/1988 18:00,198801011800,0.02,003,,010,,010,,010,,010,,010,1.24,001,,010,,010,,010,196.00,004,6.40,001,,,,,,,,,,,,,,,,,,
1/1/1988 19:00,198801011900,0.02,003,,010,,010,,010,,010,,010,0.24,001,,010,,010,,010,204.00,004,7.30,001,,,,,,,,,,,,,,,,,,
1/1/1988 20:00,198801012000,0.02,003,,010,,010,,010,,010,,010,0.76,001,,010,,010,,010,212.00,004,7.10,001,,,,,,,,,,,,,,,,,,
1/1/1988 21:00,198801012100,0.02,003,,010,,010,,010,,010,,010,0.52,001,,010,,010,,010,228.00,004,5.70,001,,,,,,,,,,,,,,,,,,
1/1/1988 22:00,198801012200,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,233.00,004,4.80,001,,,,,,,,,,,,,,,,,,
1/1/1988 23:00,198801012300,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,227.00,004,5.10,001,,,,,,,,,,,,,,,,,,
1/2/1988 0:00,198801020000,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,220.00,004,6.50,001,,,,,,,,,,,,,,,,,,
1/2/1988 1:00,198801020100,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,219.00,004,6.10,001,,,,,,,,,,,,,,,,,,
1/2/1988 2:00,198801020200,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,212.00,004,6.70,001,,,,,,,,,,,,,,,,,,
1/2/1988 3:00,198801020300,0.02,003,,010,,010,,010,,010,,010,0.24,001,,010,,010,,010,197.00,004,4.50,001,,,,,,,,,,,,,,,,,,
1/2/1988 4:00,198801020400,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,202.00,004,5.30,001,,,,,,,,,,,,,,,,,,
1/2/1988 5:00,198801020500,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,196.00,004,5.20,001,,,,,,,,,,,,,,,,,,
1/2/1988 6:00,198801020600,0.02,003,,010,,010,,010,,010,,010,0.52,001,,010,,010,,010,191.00,004,4.30,001,,,,,,,,,,,,,,,,,,
1/2/1988 7:00,198801020700,0.02,003,,010,,010,,010,,010,,010,1.24,001,,010,,010,,010,221.00,004,3.80,001,,,,,,,,,,,,,,,,,,
1/2/1988 8:00,198801020800,0.02,003,,010,,010,,010,,010,,010,1.00,001,,010,,010,,010,193.00,004,2.90,001,,,,,,,,,,,,,,,,,,
1/2/1988 9:00,198801020900,0.02,003,,010,,010,,010,,010,,010,0.24,001,,010,,010,,010,189.00,004,3.00,001,,,,,,,,,,,,,,,,,,
1/2/1988 10:00,198801021000,11.00,001,,010,,010,,010,,010,,010,0.24,001,,010,,010,,010,196.00,004,3.10,001,,,,,,,,,,,,,,,,,,
1/2/1988 11:00,198801021100,32.00,001,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,191.00,004,3.40,001,,,,,,,,,,,,,,,,,,
1/2/1988 12:00,198801021200,61.00,001,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,204.00,004,4.70,001,,,,,,,,,,,,,,,,,,
1/2/1988 13:00,198801021300,59.00,001,,010,,010,,010,,010,,010,0.24,001,,010,,010,,010,215.00,004,5.50,001,,,,,,,,,,,,,,,,,,
1/2/1988 14:00,198801021400,64.00,001,,010,,010,,010,,010,,010,0.24,001,,010,,010,,010,217.00,004,5.90,001,,,,,,,,,,,,,,,,,,
1/2/1988 15:00,198801021500,27.00,001,,010,,010,,010,,010,,010,0.76,001,,010,,010,,010,218.00,004,5.50,001,,,,,,,,,,,,,,,,,,
1/2/1988 16:00,198801021600,7.00,001,,010,,010,,010,,010,,010,2.00,001,,010,,010,,010,223.00,004,5.40,001,,,,,,,,,,,,,,,,,,
1/2/1988 17:00,198801021700,0.02,003,,010,,010,,010,,010,,010,0.76,001,,010,,010,,010,194.00,004,5.80,001,,,,,,,,,,,,,,,,,,
1/2/1988 18:00,198801021800,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,202.00,004,4.30,001,,,,,,,,,,,,,,,,,,
1/2/1988 19:00,198801021900,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,198.00,004,3.30,001,,,,,,,,,,,,,,,,,,
1/2/1988 20:00,198801022000,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,189.00,004,1.90,001,,,,,,,,,,,,,,,,,,
1/2/1988 21:00,198801022100,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,194.00,004,2.70,001,,,,,,,,,,,,,,,,,,
1/2/1988 22:00,198801022200,0.02,003,,010,,010,,010,,010,,010,0.24,001,,010,,010,,010,189.00,004,2.00,001,,,,,,,,,,,,,,,,,,
1/2/1988 23:00,198801022300,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,182.00,004,2.10,001,,,,,,,,,,,,,,,,,,
1/3/1988 0:00,198801030000,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,211.00,004,4.20,001,,,,,,,,,,,,,,,,,,
1/3/1988 1:00,198801030100,0.02,003,,010,,010,,010,,010,,010,0.52,001,,010,,010,,010,220.00,004,4.30,001,,,,,,,,,,,,,,,,,,
1/3/1988 2:00,198801030200,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,220.00,004,4.40,001,,,,,,,,,,,,,,,,,,
1/3/1988 3:00,198801030300,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,221.00,004,4.70,001,,,,,,,,,,,,,,,,,,
1/3/1988 4:00,198801030400,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,223.00,004,3.60,001,,,,,,,,,,,,,,,,,,
1/3/1988 5:00,198801030500,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,224.00,004,3.70,001,,,,,,,,,,,,,,,,,,
1/3/1988 6:00,198801030600,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,223.00,004,4.30,001,,,,,,,,,,,,,,,,,,
1/3/1988 7:00,198801030700,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,221.00,004,5.50,001,,,,,,,,,,,,,,,,,,
1/3/1988 8:00,198801030800,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,221.00,004,5.60,001,,,,,,,,,,,,,,,,,,
1/3/1988 9:00,198801030900,2.00,001,,010,,010,,010,,010,,010,1.52,001,,010,,010,,010,224.00,004,4.50,001,,,,,,,,,,,,,,,,,,
1/3/1988 10:00,198801031000,42.00,001,,010,,010,,010,,010,,010,0.24,001,,010,,010,,010,202.00,004,5.40,001,,,,,,,,,,,,,,,,,,
1/3/1988 11:00,198801031100,41.00,001,,010,,010,,010,,010,,010,1.76,001,,010,,010,,010,188.00,004,4.50,001,,,,,,,,,,,,,,,,,,
1/3/1988 12:00,198801031200,38.00,001,,010,,010,,010,,010,,010,0.52,001,,010,,010,,010,212.00,004,3.80,001,,,,,,,,,,,,,,,,,,
1/3/1988 13:00,198801031300,61.00,001,,010,,010,,010,,010,,010,0.24,001,,010,,010,,010,251.00,004,3.50,001,,,,,,,,,,,,,,,,,,
1/3/1988 14:00,198801031400,45.00,001,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,302.00,004,5.90,001,,,,,,,,,,,,,,,,,,
1/3/1988 15:00,198801031500,71.00,001,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,260.00,004,3.70,001,,,,,,,,,,,,,,,,,,
1/3/1988 16:00,198801031600,11.00,001,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,244.00,004,2.70,001,,,,,,,,,,,,,,,,,,
1/3/1988 17:00,198801031700,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,248.00,004,2.80,001,,,,,,,,,,,,,,,,,,
1/3/1988 18:00,198801031800,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,241.00,004,3.10,001,,,,,,,,,,,,,,,,,,
1/3/1988 19:00,198801031900,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,241.00,004,2.80,001,,,,,,,,,,,,,,,,,,
1/3/1988 20:00,198801032000,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,240.00,004,3.00,001,,,,,,,,,,,,,,,,,,
1/3/1988 21:00,198801032100,2.00,001,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,236.00,004,3.20,001,,,,,,,,,,,,,,,,,,
1/3/1988 22:00,198801032200,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,232.00,004,3.50,001,,,,,,,,,,,,,,,,,,
1/3/1988 23:00,198801032300,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,225.00,004,4.10,001,,,,,,,,,,,,,,,,,,
1/4/1988 0:00,198801040000,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,228.00,004,4.00,001,,,,,,,,,,,,,,,,,,
1/4/1988 1:00,198801040100,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,212.00,004,3.80,001,,,,,,,,,,,,,,,,,,
1/4/1988 2:00,198801040200,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,206.00,004,4.80,001,,,,,,,,,,,,,,,,,,
1/4/1988 3:00,198801040300,0.02,003,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,203.00,004,3.30,001,,,,,,,,,,,,,,,,,,
